,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2003-09-13,"The Barrymore Theatre, Madison, WI, USA",,['with Nachos for Two tease before JaJunk'],"{'1': 'with Refugee (Tom Petty) tease', '2': 'with Thunderstruck (AC/DC) jam', '3': ""debut, Guns N' Roses; two verses and chorus"", '4': 'unfinished', '5': ""with Underworld (Super Mario Brothers) theme (Koji Kondo), Nachos for Two, and (Don't Fear) The Reaper (Blue Öyster Cult) teases"", '6': 'the lights went out for about three minutes', '7': 'debut, ZZ Top; one verse and chorus; with Wesley Willis quote by Brendan', '8': 'debut, Fleetwood Mac; one verse and chorus'}",,,,,,,,,,,,,
0,2003-09-16,"Metro, Chicago, IL, USA",,"[""The Katie McCloskey Memorial Scholarship Fund Benefit Concert; also playing: Pat Dinizio (The Smithereens), Alice Peacock, and Enuff Z'Nuff""]",{'1': 'with Power of Soul (Jimi Hendrix) tease and In the Hall of the Mountain King (Edvard Grieg) ending'},,,,,,,,,,,,,
0,2003-09-17,"The Temple Club, Lansing, MI, USA",,['with Baker Street (Gerry Rafferty) quote and tease after Sociable Jimmy'],"{'1': 'with The Fussy Dutchman tease', '2': ""began with Rock and Roll Ain't Noise Pollution (AC/DC) tease"", '3': 'with Wabash (John Scofield) jam', '4': 'with with Woody Woodpecker theme (George Tibbles and Ramey Idriss) and Victory March (Shea Brothers) teases', '5': 'with Baker Street (Gerry Rafferty) teases', '6': 'with ""Zsa Zsa Gabor, Fifi"" lyrics and Feels So Good (Chuck Mangione) tease'}",,,,,,,,,,,,,
0,2003-09-18,"The Magic Bag, Ferndale, MI, USA",,None,"{'1': 'with In the Light (Led Zeppelin) intro', '2': ""with Paradise City (Guns N' Roses) teases"", '3': 'with Stairway to Heaven (Led Zeppelin), Lose Yourself (Eminem), and Let Me Blow Ya Mind (Eve) teases'}",,,,,,,,,,,,,
0,2003-09-19,"""Harvest and Harmonies 2003"" Niles Riverfront Amphitheater, Niles, MI, USA",,"[""The show was stopped by Lt. Fulton Moore of the Niles Police Department, stating that the show was disturbing the peace, that the Niles Police had received numerous complaints, and if the show was not shut down, arrests would be made. No attempt was made on the part of Lt. Moore to discuss the legal decibel level allowed by Niles law, although the Umphrey's McGee sound crew had a decibel reader and kept the PA at a legal level."", 'with Happy Birthday (Patty Hill, Mildred J. Hill) tease after Push the Pig', 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease before Slacker', ""with with (Don't Fear) the Reaper (Blue Öyster Cult) tease before The Song Remains the Same"", 'last Bob 10.12.2000 (440 shows)']","{'1': ""with (Don't Fear) The Reaper (Blue Öyster Cult) false start"", '2': 'unfinished'}",,,,,,,,,,,,,
0,2003-09-23,"People's, Ames, IA, USA",,['with Winston Built the Bridge (Bump) singing before A Fifth of Beethoven'],"{'1': ""with Back in Black (AC/DC), The Ocean (Led Zeppelin), Ain't Talkin' 'bout Love (Van Halen), and Stairway to Heaven (Led Zeppelin) teases"", '2': 'with Crazy Train (Ozzy Osbourne) teases', '3': ""Sweet Child o' Mine (Guns N' Roses) tease"", '4': 'debut, Bump'}",,,,,,,,,,,,,
0,2003-09-24,"The Union Bar, Iowa City, IA, USA",,['with Entrance of the Gladiators (Julius Fučík) tease before Ringo'],"{'1': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '2': 'began with Norwegian Wood (The Beatles) tease', '3': 'with Another Brick In the Wall (Pink Floyd) tease', '4': 'with In My Time of Dying (Led Zeppelin) tease', '5': ""including Rock and Roll Ain't Noise Pollution, Thunderstruck, Back In Black, Hells Bells"", '6': 'with 10th Grade and Uncle Wally teases', '7': 'with Regulate (Warren G) intro'}",,,,,,,,,,,,,
0,2003-09-25,"Mississippi Nights, St. Louis, MO, USA",Dan Darah,['with Winston Built the Bridge (Bump) quote and tease after Fool in the Rain'],"{'1': 'with the ending of Poor Places (Wilco) jam and quotes', '2': 'debut, original', '3': 'began with Ten Years Gone (Led Zeppelin) tease', '4': 'ending only'}",,,,,,,,,,,,,
0,2003-09-26,"The Granada Theater, Lawrence, KS, USA",Bockman's Euphio,None,"{'1': 'with Milestones (Miles Davis) tease', '2': 'with Professor Wormbog teases', '3': 'began with Bad Case of Loving You (Doctor, Doctor) (Robert Palmer) tease and quote; with The Force Theme (Star Wars) (John Williams) tease from Joel and Heart and Soul (Huey Lewis and the News) jam', '4': 'with Crazy Train (Ozzy Osbourne) teases'}",,,,,,,,,,,,,
0,2003-09-27,"""Great Unknown Festival"" Hog Ridge Hollow Amphitheater, Fayetteville, AR, USA",,"[""Also playing: Jeff Sipe's Apartment Project, Garaj Mahal, Big Smith, Speakeasy, Eckobase, Bockman's Euphio, The Station""]",{'1': 'with Garaj Mahal'},,,,,,,,,,,,,
0,2003-10-01,"The Dame, Lexington, KY, USA",,None,"{'1': ""with Kat's Tune tease"", '2': 'with Dee (Randy Rhoads) and Crazy Train (Ozzy Osbourne) teases'}",,,,,,,,,,,,,
0,2003-10-02,"12th & Porter, Nashville, TN, USA",OM Trio,['Birthday (The Beatles) was teased by Joel after 2nd Self. The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased after Kimble.'],"{'1': 'with Professor Wormbog, Much Obliged, All Things Ninja, Bob, Nachos for Two, All In Time, and JaJunk teases', '2': 'with All Things Ninja tease', '3': 'with slow Crazy Train (Ozzy Osbourne) ending', '4': 'with drum solo and Jake on blowdryer', '5': 'with ""Zsa Zsa Gabor, Fifi"" lyrics', '6': ""with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) and Jesu, Joy of Man's Desiring (Bach) teases"", '7': 'with extended Free Bird (Lynyrd Skynyrd) intro'}",,,,,,,,,,,,,
0,2003-10-03,"Zydeco, Birmingham, AL, USA",,None,"{'1': 'with Lose Yourself (Eminem), Uninvited (Alanis Morisette), and Will You Be There (Michael Jackson) teases', '2': 'with Norwegian Wood (The Beatles) jam mashed with National Anthem (Radiohead) bassline', '3': 'with Imperial March (Star Wars) (John Williams) tease', '4': 'with Stairway to Heaven (Led Zeppelin) teases in the intro; the band took the stage one at a time'}",,,,,,,,,,,,,
0,2003-10-04,"Georgia Theatre, Athens, GA, USA",OM Trio,None,"{'1': 'with Hot for Teacher (Van Halen) tease', '2': 'with Jump (Van Halen) tease', '3': 'with In the Flesh (Pink Floyd) tease'}",,,,,,,,,,,,,
0,2003-10-08,"Otto's, DeKalb, IL, USA",,"[""with Sweet Child o' Mine (Guns N' Roses) tease before Never Cease""]","{'1': 'with Arnold Schwarzenegger banter', '2': 'with Uninvited (Alanis Morissette) teases by Joel', '3': ""with It's About That Time (Miles Davis) teases by Joel"", '4': 'with Jake on hair dryer; with Arnold Schwarzenegger banter', '5': 'with Jake on a bent circuit'}",,,,,,,,,,,,,
0,2003-10-09,"Kennedy Union Pub, University of Dayton, Dayton, OH, USA",,None,"{'1': 'with Jake on a bent circuit', '2': 'with Slacker tease', '3': 'with Fletch theme (Harold Faltermeyer) jam and Q*bert tease', '4': 'debut, Led Zeppelin'}",,,,,,,,,,,,,
0,2003-10-10,"The Mad Frog, Cincinnati, OH, USA",,"['with ""Charge!"" tease from Kris and Winston Built the Bridge (Bump) quote from Jake after Roulette']","{'1': 'started with Another Brick in the Wall Part I (Pink Floyd) tease', '2': 'part I', '3': 'with Ring Around the Rosie teases and Bright Size Life (Pat Metheny) jam; with Nick Blasky on bass, Brad Myers on guitar, and possibly Eli Hludzik on drums and percussion'}",,,,,,,,,,,,,
0,2003-10-15,"Witz End, Stevens Point, WI, USA",,"['with Call to the Post tease by Kris after 50 Ways to Leave Your Lover', 'with Funeral March (Frédéric Chopin) tease from Ryan and Woody Woodpecker theme tease (George Tibbles and Ramey Idriss) tease after All In Time', 'with The Wind Cries Mary (Jimi Hendrix) tease after Power of Soul']","{'1': '""Jimmy Stewart"" with lyrics', '2': 'began with Panama (Van Halen) tease and quote'}",1 review(s),,,,,,,,,,,,
0,2003-10-16,"The Cabooze, Minneapolis, MN, USA",,['with You Shook Me All Night Long (AC/DC) tease before I Am The Walrus'],"{'1': 'with Are You Gonna Go My Way (Lenny Kravitz) teases', '2': 'with Billie Jean (Michael Jackson) and If You Could See Me Now (Carnival Cruise song) teases', '3': 'with Underworld (Super Mario Brothers) theme (Koji Kondo) tease'}",,,,,,,,,,,,,
0,2003-10-17,"Studio Hall, University of Wisconsin, Oshkosh, WI, USA",,['Proceeds benefited the University of Wisconsin - Oshkosh Foundation/Earth Initiative.'],"{'1': 'started with Jake quoting Farmer in the Dell and London Bridge is Falling; with  Down on a Playskool toy; with Close Encounters of the Third Kind theme (John Williams) tease; unfinished', '2': 'with Jake on timbales', '3': ""with My Name Is Mud (Primus), Paradise City (Guns N' Roses), Milestones (Miles Davis), and Muff II: The Revenge teases"", '4': 'parts I and II', '5': 'with Bob and Smoke On the Water (Deep Purple) teases'}",,,,,,,,,,,,,
0,2003-10-19,"Ryan Auditorium, Northwestern University, Evanston, IL, USA",,"['proceeds benefited the Baco Boys Fund', 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Smell the Mitten']","{'1': 'ended with Roulette jam', '2': 'unfinished', '3': 'with Hajimemashite tease', '4': ""with Lassie theme (Les Baxter) and Fishin' Hole (Earle Hagen and Herbert W. Spencer) whistling"", '5': 'with Linus and Lucy (Vince Guaraldi) tease', '6': 'with Brendan on keys', '7': 'with Today (The Smashing Pumpkins) tease', '8': 'with Flash Light (Parliament) teases'}",,,,,,,,,,,,,
0,2003-10-22,"Clearwater Theater, West Dundee, IL, USA",,None,"{'1': 'with Crazy Train (Ozzy Osbourne) teases', '2': ""with White Man's Moccasins teases"", '3': 'with Much Obliged tease', '4': 'with My Soul (Clifton Chenier) tease', '5': 'with Top Gun Anthem (Harold Faltermeyer) tease', '6': ""with Miss Tinkle's Overture tease"", '7': 'just Jake and Brendan', '8': 'with Seven Nation Army (The White Stripes) jam'}",1 review(s),,,,,,,,,,,,
0,2003-10-23,"Loeb Playhouse, Purdue University, West Lafayette, IN, USA",,['last Equal Rights 12.12.2001 (293 shows)'],"{'1': 'with Jake on fretless bass; with Stairway to Heaven (Led Zeppelin) teases', '2': 'with Dr. Feelgood (Mötley Crüe) jam', '3': 'debut, Pat Metheny; with Brendan on acoustic', '4': 'Joel solo; with Root Beer Rag (Billy Joel) jam', '5': 'with In My Time of Dying (Led Zeppelin) tease; with Jake on hairdryer'}",,,,,,,,,,,,,
0,2003-10-24,"The Newport Music Hall, Columbus, OH, USA",,None,"{'1': 'debut, Miles Davis', '2': 'with One (Metallica) tease', '3': 'with Another One Bites the Dust (Queen) teases', '4': 'with My Name is Mud (Primus) teases', '5': 'with Hajimemashite teases', '6': 'with Iron Man (Black Sabbath) jam'}",,,,,,,,,,,,,
0,2003-10-31,"The Egyptian Room, The Murat Centre, Indianapolis, IN, USA",,"['the band had an Egyptian theme: Brendan was a mummy, Jake was a pharaoh, Joel was Moses, Kris was an Egyptian prince, Ryan was Cleopatra, and Andy was a female Egyptian peasant']","{'1': 'Joel on keytar', '2': 'debut, original', '3': 'with Top Gun Anthem (Harold Faltermeyer) intro as well as a Ministry jam', '4': 'debut, Huey Lewis and the News; Joel on keytar', '5': ""debut, Metallica; with Let's Go Crazy (Prince) intro"", '6': 'with White Wedding (Billy Idol) and No Quarter (Led Zeppelin) teases', '7': 'debut, Billy Idol; with Vince on vocals dressed as Billy Idol; with Rebel Yell (Billy Idol) ending', '8': 'with Are You Gonna Go My Way (Lenny Kravitz) teases', '9': 'debut, John Carpenter; Joel only', '10': 'with Merrily We Roll Along (Tobias/Mencher/Cantor) tease'}",,,,,,,,,,,,,
0,2003-11-01,"Kalamazoo State Theatre, Kalamazoo, MI, USA",,"['with Barracuda (Heart) tease before Dump City', ""with You Shook Me All Night Long (AC/DC) teases before Ocean Billy and 40's Theme"", 'last Pick Your Nose 10.31.2001 (308 shows)', 'last Muffburger Sandwich 05.04.2001 (389 shows)']","{'1': 'with Joel on keytar; introduced as ""Janni Hammer""', '2': 'partial', '3': 'with Jaws theme (John Williams) tease', '4': 'with The Safety Dance (Men Without Hats) teases and quotes', '5': 'with Shake Ya Ass (Mystikal) lyrics', '6': 'with Joel on keytar'}",,,,,,,,,,,,,
0,2003-11-07,"Legends, Notre Dame, IN, USA",,None,"{'1': 'with Jake on bass with Ryan', '2': 'with Lose Yourself (Eminem) tease'}",,,,,,,,,,,,,
0,2003-11-13,"Blue Cat's, Knoxville, TN, USA",,"['with Funeral March (Frédéric Chopin) tease after All In Time', ""with Woody Woodpecker theme (George Tibbles and Ramey Idriss) and Happy Birthday (Patty Hill, Mildred J. Hill) teases before 40's Theme"", ""with Call to the Post tease from Kris after 40's Theme""]","{'1': 'with Wake Up Dead (Megadeth) jam', '2': 'with Entrance of the Gladiators (Julius Fučík) teases', '3': 'with Moby Dick (Led Zeppelin), Hurt Bird Bath, Birdland (Weather Report), and Bob jams in succession during the drum section', '4': 'with ""Zsa Zsa Gabor, Fifi"" lyrics', '5': 'with My Name is Mud (Primus) jam and Unchained (Van Halen) tease', '6': 'with Adam on vocals', '7': 'began with Wish You Were Here (Pink Floyd) tease; with Crazy Train (Ozzy Osbourne) jam'}",,,,,,,,,,,,,
0,2003-11-14,"Cat's Cradle, Carrboro, NC, USA",Sam Schaber,None,"{'1': ""with Sweet Child o' Mine (Guns N' Roses) tease"", '2': 'with Unchained (Van Halen), Stairway to Heaven (Led Zeppelin), and The Ocean (Led Zeppelin) teases', '3': 'with For Whom the Bell Tolls (Metallica) jam', '4': 'with Big Heart (Rodney Crowell) tease'}",,,,,,,,,,,,,
0,2003-11-15,"The State Theatre, Falls Church, VA, USA",,None,"{'1': 'slow version', '2': 'ended with one verse of War Pigs (Black Sabbath)', '3': 'with Cantina Band (John Williams) and Fox NFL Theme (Scott Schreer) teases', '4': ""ended with  Sweet Child o' Mine (Guns N' Roses) tease""}",,,,,,,,,,,,,
0,2003-11-16,"The Funk Box, Baltimore, MD, USA",Addison Groove Project,['with Duck Butter tease from Ryan and Kris after Ocean Billy'],"{'1': 'ended with Last Train Home (Pat Metheny) theme', '2': ""with Since I've Been Loving You (Led Zeppelin) tease"", '3': ""with Rock and Roll Ain't Noise Pollution (AC/DC) teases and quote""}",,,,,,,,,,,,,
0,2003-11-18,"B.B. King Blues Club & Grill, New York, NY, USA",RANA,['with Hot for Teacher (Van Halen) and I Know A Little (Lynyrd Skynyrd) teases before Uncle Wally'],"{'1': 'with Revolution 9 (The Beatles) quotes from Brendan', '2': 'with ""Zsa Zsa Gabor, Fifi"" lyrics', '3': 'with Crazy Train (Ozzy Osbourne) teases', '4': 'featured Ugochi Nwaogwugwu singing; with Shine On You Crazy Diamond (Pink Floyd) tease', '5': 'with Are You Gonna Go My Way (Lenny Kravitz) tease'}",,,,,,,,,,,,,
0,2003-11-19,"Theater of Living Arts, Philadelphia, PA, USA",,['with Garden (Pearl Jam) tease before Soul Food I'],"{'1': ""referred to as Bucketsworth, acknowledging an unfortunate incident with Joel the last time Umphrey's played Philadelphia"", '2': ""with It's About That Time (Miles Davis) tease"", '3': 'with alternate lyrics referencing Michael Jackson', '4': 'with Jake on hairdryer', '5': 'debut, original', '6': 'with Aron Magner; with Shake Ya Ass (Mystikal) lyrics', '7': 'with Space Funk Booty teases'}",,,,,,,,,,,,,
0,2003-11-20,"The Middle East, Cambridge, MA, USA",Groovetrust,"[""with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease from Jake,, Somebody's Watching Me (Rockwell) quote by Brendan and Jump (Van Halen) tease before Andy's Last Beer""]","{'1': ""with Since I've Been Loving You (Led Zeppelin) and Lose Yourself (Eminem) teases"", '2': ""with Close Encounters of the Third Kind theme (John Williams) teases; ended with It's About that Time (Miles Davis) jam"", '3': 'with Ten Years Gone (Led Zeppelin) tease', '4': 'with Billie Jean (Michael Jackson) tease from Joel', '5': 'with Push the Pig tease', '6': 'with Billie Jean (Michael Jackson) teases', '7': 'just Jake'}",,,,,,,,,,,,,
0,2003-11-21,"Colorado Brewery Music Hall, Danbury, CT, USA",,None,"{'1': 'played for Bret', '2': 'the University of Notre Dame fight song was played over the P.A., and the band slowly began to jam along', '3': 'with Norwegian Wood (The Beatles) jam'}",,,,,,,,,,,,,
0,2003-11-22,"Northern Lights, Clifton Park, NY, USA",,"['Space Funk Booty was dedicated to Michael Schlafman', 'with Billie Jean (Michael Jackson) tease before E.T.I.']","{'1': 'with How Many More Times (Led Zeppelin) teases', '2': 'debut, Blue Öyster Cult', '3': 'with Kashmir (Led Zeppelin) and Carol of the Bells (Mykola Leontovych) jams', '4': 'with Vinnie Amico joining Andy on percussion', '5': 'with Vinnie Amico joining Andy on percussion; with Amazing Grace (John Newton) tease', '6': ""with a JFK speech about peace in the Cold War was played over the P.A.; for the 40th anniversary of JFK's assassination""}",,,,,,,,,,,,,
0,2003-11-26,"The Rave Underground, Milwaukee, WI, USA",Dan Darah,"['with No Quarter (Led Zeppelin) tease before In Violation of Yes', 'with Four Sticks (Led Zeppelin) jam after Billie Jean', 'with You Really Got Me (Van Halen) tease before Nopener']","{'1': 'with Gratitude (The Beastie Boys) jam', '2': 'with Thunderstruck (AC/DC) jam', '3': 'ended with Is There Anybody Out There? (Pink Floyd) jam', '4': 'with South Park theme (Primus) tease and with Jake on timbales'}",,,,,,,,,,,,,
0,2003-11-29,"House of Blues, Chicago, IL, USA",The J Davis Trio,"['last St. Hubbins Mach 2 02.05.2002 (296 shows)', 'with Roundabout (Yes) tease before ...And Justice for All']","{'1': 'with Weed Rap lyrics from Brendan', '2': 'with Deep Sun (The New Deal) and Entrance of the Gladiators (Julius Fučík) teases', '3': 'with Walking on the Moon (The Police) tease', '4': 'with 13 Days tease after Slacker intro', '5': 'with MC Juice rapping', '6': 'with Barracuda (Heart) tease', '7': 'debut, Billy Joel; Joel solo'}",,,,,,,,,,,,,
0,2003-12-03,"Lafayette Brewing Company, Lafayette, IN, USA",,"['with Fletch Theme (Harold Faltermeyer) tease from before Anchor Drops and Roulette', 'with ...And Justice For All (Metallica) and ""Charge!"" teases before Syncopated Strangers']","{'1': 'with JaJunk and Wabash (John Scofield) jams', '2': 'with Muff II: The Revenge teases', '3': 'with Andy on the mic'}",,,,,,,,,,,,,
0,2003-12-04,"The Bluebird Nightclub, Bloomington, IN, USA",,"[""Make Me was dedicated to John Scofield's wife by Joel (she wasn't there)""]","{'1': 'with Water teases', '2': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '3': 'with Underworld (Super Mario Brothers) theme (Koji Kondo) teases'}",,,,,,,,,,,,,
0,2003-12-05,"The Bluebird Nightclub, Bloomington, IN, USA",,"['apparently XRT was at the Bluebird recording some kind of Christmas spot during the XMas Promo medley', 'with Sociable Jimmy tease from Joel before Big Heart']","{'1': 'with The Safety Dance (Men Without Hats) teases', '2': 'Jingle Bell Rock (punk style) > Deck the Halls (country style) > Grandma Got Run over by a Reindeer (reggae style) > Carol of the Bells; this lasted for a minute or two only since each tune was abridged', '3': 'with Fletch theme (Harold Faltermeyer) and Spanish Caravan (The Doors) teases', '4': 'with ""Zsa Zsa Gabor, Fifi"" lyrics and Star Wars theme (John Williams) tease', '5': 'with Professor Wormbog tease', '6': 'with Glory tease', '7': ""with G-Song jam with Kevin Browning on guitar, Adam Budney on bass, Don Richards on keyboards, and Bob Ston on drums; introduced as the Miss Tinkle's Crew""}",,,,,,,,,,,,,
0,2003-12-06,"The Canopy Club, Urbana, IL, USA",,None,"{'1': 'with O Tannenbaum (trad.) teases', '2': ""with Ridin' the Storm Out (REO Speedwagon) ending"", '3': 'with The Little Drummer Boy (Katherine Kennicott Davis) and Milestones (Miles Davis) teases', '4': 'middle section only', '5': 'with Jump (Van Halen) intro', '6': 'with Dazed and Confused tease and No Quarter tease and quote (both Led Zeppelin) in intro', '7': 'with Top Gun Anthem (Harold Faltermeyer) teases', '8': 'with Carol of the Bells (Mykola Leontovych) tease'}",1 review(s),,,,,,,,,,,,
0,2003-12-10,"The State Theatre, South Bend, IN, USA",,None,"{'1': 'debut, The Doors; with Riders On the Storm (The Doors) ending', '2': 'with Se A Cabo (Santana) tease', '3': 'with Crazy Train (Ozzy Osbourne) tease', '4': 'with Riders On the Storm (The Doors) quote; with Kahlil Smylie on bass', '5': ""the band left the stage during Kris's drum solo; with ...And Justice for All (Metallica) tease"", '6': 'with Binary Sunset (Star Wars) (John Williams) and Seven Nation Army (The White Stripes) teases'}",,,,,,,,,,,,,
0,2003-12-11,"The Magic Bag, Ferndale, MI, USA",,None,{},,,,,,,,,,,,,
0,2003-12-12,"The Odeon, Cleveland, OH, USA",Aranka Fabian,None,"{'1': 'with Megadeth song intro', '2': 'with Super Mario Bros. jam'}",,,,,,,,,,,,,
0,2003-12-13,"Mr. Small's Theatre, Millvale, PA, USA",Ouve,None,"{'1': 'with Carol of the Bells (Leontovych/Wilhousky) tease from Joel and The Safety Dance (Men Without Hats) teases from Jake and Joel', '2': 'with Main Title (The Godfather Waltz) (Nino Rota) tease', '3': 'with Let Me Blow Ya Mind (Eve) tease', '4': 'with My Favorite Things (Rodgers and Hammerstein) tease and reggae version of Grandma Got Run Over By a Reindeer, as done for a WXRT-FM promo; with Jake on stylophone', '5': 'with Jake on percussion', '6': 'with Let Me Blow Ya Mind (Eve) jam'}",,,,,,,,,,,,,
0,2003-12-29,"The Vic Theatre, Chicago, IL, USA",,['with Stranglehold (Ted Nugent) tease before Sociable Jimmy'],"{'1': 'with Nuthin\' but a ""G"" Thang (Snoop Dogg) teases', '2': 'with Michael ""Mad Dog"" Mavridoglou on trumpet, Wes Cichosz on saxophone, and Brian Felix on keys', '3': 'debut, Pink Floyd; Parts I - V; with Michael ""Mad Dog"" Mavridoglou on trumpet and Wes Cichosz on saxophone', '4': 'with Shine On You Crazy Diamond (Pink Floyd) teases and Carol of the Bells (Mykola Leontovych) jam'}",,,,,,,,,,,,,
0,2003-12-30,"The Vic Theatre, Chicago, IL, USA",Juice,"['Before Hurt Bird Bath, Rock and Roll Ain\'t Noise Pollution (AC/DC) was teased and the beginning of Andy\'s Last Beer was played before being cut short with Ryan teasing Funeral March (Chopin); Kris and Joel ""argued"" leading Kris to storm off the stage; the band\'s ""search"" for a drummer brought Mike Mirro to the stage, and he played drums for Hurt Bird Bath (on 12.31.02, Kris first played with Umphrey\'s taking over for Mike during Hurt Bird Bath).', ""last That's the Way 11.02.2001 (329 shows)"", 'with The Safety Dance (Men Without Hats) tease after Smell the Mitten']","{'1': 'with ""Zsa Zsa Gabor, Fifi"" lyrics', '2': 'with The Safety Dance (Men Without Hats) teases and Jake on stylophone-like instrument', '3': 'with Juice rapping', '4': 'with Jake and Brendan on acoustics; with Thunderstruck (AC/DC) tease', '5': 'with Jake and Brendan on acoustics; with Elliott Peck on vocals', '6': 'with Jake and Brendan on acoustics', '7': ""with Mike Mirro on drums and Sweet Child o' Mine (Guns N' Roses) tease"", '8': 'with Mike Mirro on drums and vocals; two verses only', '9': 'with Norwegian Wood (The Beatles) jam', '10': 'with Jeff ""Hyper Harp"" Grossberg on harmonica', '11': 'debut, Outkast; with Juice rapping'}",,,,,,,,,,,,,
0,2003-12-31,"The Vic Theatre, Chicago, IL, USA",,"[""last I've Got a Feeling 12.18.1999 (547 shows)"", 'with You Shook Me All Night Long (AC/DC) tease before Ringo', ""with The Rain Song (Led Zeppelin) tease before I've Got A Feeling""]","{'1': 'with Seven Nation Army (The White Stripes) jam', '2': 'with Auld Lang Syne (Robert Burns) teases', '3': 'debut, Holland/Whitfield;  with Tobias Kemmer on trumpet, Raphael Crawford on trombone, and Rob Haight and Charlie Gorzinski on saxophones', '4': 'debut, Junior Walker; with ""Chicago blues"" jam; with Tobias Kemmer on trumpet, Raphael Crawford on trombone, and Rob Haight and Charlie Gorzinski on saxophones', '5': 'with Imperial March (Star Wars) (John Williams) tease', '6': 'debut, Stevie Wonder;  with horn section, Kris on vocals with Elliott Peck, and Jake on drums', '7': 'debut, Stevie Wonder/Henry Cosby/Sylvia Moy; with Tobias Kemmer on trumpet, Raphael Crawford on trombone, and Rob Haight and Charlie Gorzinski on saxophones', '8': ""with Binary Sunset (Star Wars) (John Williams) teases and Van Halen (Hot for Teacher & Ain't Talkin' 'Bout Love) jam"", '9': 'with Tobias Kemmer on trumpet, Raphael Crawford on trombone, and Rob Haight and Charlie Gorzinski on saxophones', '10': 'debut, Rufus and Chaka Khan (Stevie Wonder); with Elliott Peck on vocals, along with Tobias Kemmer on trumpet, Raphael Crawford on trombone, and Rob Haight and Charlie Gorzinski on saxophones', '11': 'with The Way You Move (Outkast) quote from Brendan', '12': 'with ""Zsa Zsa Gabor, Fifi"" quote and Miss Tinkle\'s Overture tease'}",,,,,,,,,,,,,
0,2002-01-23,"Durty Nellie's, Palatine, IL, USA",,"['with Divisions tease before Sociable Jimmy', ""with Sweet Child o' Mine (Guns N' Roses) teased after Good Ol' Boys"", 'with Skip tease after Gesture Under a Mitten', 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after 2nd Self', ""with (Don't Fear) The Reaper (Blue Öyster Cult) tease before Divisions""]","{'1': 'debut, original', '2': 'with Syncopated Strangers jam and Divisions teases', '3': 'debut, original; initially referred to as The Double Wide', '4': 'debut, original; initially referred to as Fences', '5': 'with Third Stone from the Sun (Jimi Hendrix) tease'}",,,,,,,,,,,,,
0,2002-01-24,"Otto's, DeKalb, IL, USA",,"['Pay The Snucka was teased after Roulette', 'The Rain Song (Led Zeppelin) was teased before Professor Wormbog', 'California Love (Tupac)  was quoted before Thin Air with ""Compton"" changed to ""South Bend""', ""Ain't Talkin' 'bout Love (Van Halen) was teased after Thin Air"", 'Unskinny Bop (Poison) was teased and quoted before Power of Soul']","{'1': 'debut, original', '2': 'Jake and Brendan left the stage first, then Andy and Joel, and finally Ryan, leaving Mike to finish the set', '3': 'with Jake on percussion', '4': ""with Sweet Child O' Mine (Guns N' Roses) and Ain't Talkin' 'bout Love (Van Halen) teases""}",,,,,,,,,,,,,
0,2002-01-25,"The Mad Frog, Cincinnati, OH, USA",,"['G-Song was teased before Get In The Van', ""(Don't Fear) The Reaper (Blue Öyster Cult) was teased before Gesture Under a Mitten""]","{'1': 'with Michael ""Mad Dog"" Mavridoglou on trumpet', '2': 'with Eli Hludzik on drums', '3': 'with Nick Blasky on vocals', '4': '""Improv in A Minor""; with Nick Blasky on bass and Ryan on lights', '5': 'with Kielbasa (Tenacious D) quote'}",,,,,,,,,,,,,
0,2002-01-26,"Beachland Ballroom, Cleveland, OH, USA",,None,"{'1': 'with beatbox by Jake and Jiggy', '2': 'with Jake on percussion'}",,,,,,,,,,,,,
0,2002-01-30,"The Union Bar, Iowa City, IA, USA",,"[""with (Don't Fear) The Reaper (Blue Öyster Cult) tease after Push the Pig""]","{'1': 'with Jake on drums, Mike and Andy on percussion, Ryan on Moog', '2': 'with Straight, No Chaser (Thelonious Monk) tease from Joel', '3': 'with vocal jam'}",,,,,,,,,,,,,
0,2002-01-31,"The Barrymore Theatre, Madison, WI, USA",,"['Love Rollercoaster (The Ohio Players) was teased and quoted prior to Nothing Too Fancy', 'Tennessee Jed (Grateful Dead) was teased after Nothing Too Fancy', 'Push It (Salt-n-Pepa) was quoted before Dump City', 'Crazy Train (Ozzy Osbourne) was teased and quoted after 2nd Self']","{'1': ""Mike and Kevin Browning modeled new Umphrey's McGee merchandise while the rest of the band jammed Rollercoaster (Ohio Players)"", '2': 'with Push It (Salt-n-Pepa) quotes'}",,,,,,,,,,,,,
